Name,Description,Author,Comment,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Witch Spell,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: On any equipment use,Script: On any countdown reduce,Script: End Turn,Script: Before execute,Script: On Snap,Script: On Fury,Script: On Dodge
Strange Parcel_downgraded,Do [sword]<d6> damage. On 1[;] get|an item that won't take 6,Wibi,Taken from ncrmod,2,if(!simulation) { for(eq in self.equipment) { eq.setvar(~alreadyheretemp~|1); } } attack(d); sfxdamage(target|d); if(d == 1 && simulation) bonus(-9999999); if(d == 1 && !simulation) { sfx(~_thinghappens~); var slotblacklist = [~MIN2~|~MIN3~|~MIN4~|~MIN5~|~REQUIRE6~|~EVEN~|~NORMAL~|~COUNTDOWN~|~DOUBLES~]; var descriptionblacklist = loadtext(~ncrmod/itemspawnerdescblacklist~); var scriptblacklist = [~self.equipment~|~new elements.Equipment~]; var checkblacklist = function(text|list) { for(phrase in list) { if(text.indexOf(phrase) != -1) { return(false); } }  return(true); }; var not6eq = ~~; var exceptions = [~skillcard~|~excludefromrandomlists~|~alternateversion~|~robotonly~|~witchonly~|~inventoronly~|~onceperbattle~]; if(self.usecpuinsteadofdice) exceptions.remove(~robotonly~); if(self.getskillcard() != null && self.getskillcard().skillcard == ~witch~) exceptions.remove(~witchonly~); if(self.getskillcard() != null && self.getskillcard().skillcard == ~inventor~) exceptions.remove(~inventoronly~); var geteqs = getequipmentlist(null|[]|exceptions); geteqs = shuffle(geteqs); var placeholder = new elements.Equipment(~Sword~); var count = 0; while(not6eq == ~~) { placeholder.create(geteqs[count]); trace(placeholder.fulldescription); trace(placeholder.getslots()); var ds = placeholder.fulldescription; var sc = placeholder.script; var scbx = placeholder.scriptbeforeexecute; if(   ((checkblacklist(placeholder.getslots()|slotblacklist) && !(placeholder.countdown > 0) && !(placeholder.hastag(~powercard~))) # (placeholder.needstotal <= 6 && placeholder.needstotal > 0)) &&   checkblacklist(ds|descriptionblacklist) &&   checkblacklist(sc|scriptblacklist) &&   checkblacklist(scbx|scriptblacklist)  ) { not6eq = placeholder.name; } /*else { geteqs.remove(placeholder.name); }*/ count++; trace(count); if(count >= geteqs.length) { placeholder.create(~Plasma Blaster~); not6eq = ~Plasma Blaster~; break; } } giveequipment(not6eq|true); for(eq in self.equipment) { if(eq.getvar(~alreadyheretemp~) != 1) { self.setvar(~doonthis~|eq); } } var estandardize = ~var e = self.getvar(\~doonthis\~); ~; var doscripts = new elements.Skill(~Against all odds_old~); doscripts.script = estandardize + placeholder.scriptbeforecombat; doscripts.execute(self|target); doscripts.script = estandardize + placeholder.scriptbeforestartturn; doscripts.execute(self|target); doscripts.script = estandardize + placeholder.scriptonstartturn; doscripts.execute(self|target); self.resetvar(~doonthis~); placeholder.name = ~deletemetemp~; self.equipment.push(placeholder); removeequipment(~deletemetemp~); } if(!simulation) { for(eq in self.equipment) { eq.resetvar(~alreadyheretemp~); } },Improvise,NORMAL,,ORANGE,,,,none,0,NO,NO,excludefromrandomlists,,,,,,,,if(d == 1) { e.maintainfury = true; e.preventdefault = true; },,,,if(!simulation) { for(eq in self.equipment) { eq.setvar(~alreadyheretemp~|1); } } if(d == 1 && simulation) bonus(-9999999); if(d == 1 && !simulation) { sfx(~_thinghappens~); var slotblacklist = [~MIN2~|~MIN3~|~MIN4~|~MIN5~|~REQUIRE6~|~EVEN~|~NORMAL~|~COUNTDOWN~]; var descriptionblacklist = [~next use~|~every use~|~each use~|~per use~]; var scriptblacklist = [~self.equipment~|~new elements.Equipment~]; var checkblacklist = function(text|list) { for(phrase in list) { if(text.indexOf(phrase) != -1) { return(false); } }  return(true); }; var not6eq = ~~; var exceptions = [~skillcard~|~excludefromrandomlists~|~alternateversion~|~robotonly~|~witchonly~|~inventoronly~|~onceperbattle~]; if(self.usecpuinsteadofdice) exceptions.remove(~robotonly~); if(self.getskillcard() != null && self.getskillcard().skillcard == ~witch~) exceptions.remove(~witchonly~); if(self.getskillcard() != null && self.getskillcard().skillcard == ~inventor~) exceptions.remove(~inventoronly~); var geteqs = getequipmentlist(null|[]|exceptions); geteqs = shuffle(geteqs); var placeholder = new elements.Equipment(~Sword~); var count = 0; while(not6eq == ~~) { placeholder.create(geteqs[count]); trace(placeholder.fulldescription); trace(placeholder.getslots()); var ds = placeholder.fulldescription; var sc = placeholder.script; var scbx = placeholder.scriptbeforeexecute; if(   ((checkblacklist(placeholder.getslots()|slotblacklist) && !(placeholder.countdown > 0) && !(placeholder.hastag(~powercard~)) # (placeholder.needstotal <= 6 && placeholder.needstotal > 0)) &&   checkblacklist(ds|descriptionblacklist) &&   checkblacklist(sc|scriptblacklist) &&   checkblacklist(scbx|scriptblacklist)  ) { not6eq = placeholder.name; } /*else { geteqs.remove(placeholder.name); }*/ count++; trace(count); if(count >= geteqs.length) { placeholder.create(~Plasma Blaster~); not6eq = ~Plasma Blaster~; break; } } giveequipment(not6eq|true); for(eq in self.equipment) { if(eq.getvar(~alreadyheretemp~) != 1) { self.setvar(~doonthis~|eq); } } var estandardize = ~var e = self.getvar(\~doonthis\~); ~; var doscripts = new elements.Skill(~Against all odds_old~); doscripts.script = estandardize + placeholder.scriptbeforecombat; doscripts.execute(self|target); doscripts.script = estandardize + placeholder.scriptbeforestartturn; doscripts.execute(self|target); doscripts.script = estandardize + placeholder.scriptonstartturn; doscripts.execute(self|target); self.resetvar(~doonthis~); placeholder.name = ~deletemetemp~; self.equipment.push(placeholder); removeequipment(~deletemetemp~); } if(!simulation) { for(eq in self.equipment) { eq.resetvar(~alreadyheretemp~); } }
Fishing Rod,Do [sword]<d6> damage[;]|on 6[;] inflict [lock]Lock,Wibi,Taken from ncrmod,2,attack(d); if(d == 6) inflict(LOCK); if(d < 6) { sfxdamage(target|d); } else { sfxdamage(target|d); sfx(~_lock~|~~|0.2); },Confiscate,NORMAL,,PURPLE,change_power,change_power,,none,0,NO,NO,,,,,,,,,,,,,
Fishing Rod_upgraded,Do [sword]<d6> damage[;]|on even[;] inflict [lock]Lock,Wibi,Taken from ncrmod,2,attack(d); if(d % 2 == 0) inflict(LOCK); if(d % 2 == 1) { sfxdamage(target|d); } else { sfxdamage(target|d); sfx(~_lock~|~~|0.2); },Confiscate,NORMAL,,PURPLE,,,,none,0,NO,NO,,,,,,,,,,,,,
Fishing Rod_downgraded,Do [sword]<d6> damage,Wibi,Taken from ncrmod,2,attack(d);,Confiscate,NORMAL,,PURPLE,,,,none,0,NO,NO,,,,,,,,,,,,,
Sleight of Hand@ncrmod,Do [sword]<d6> damage[;]|on 6[;] inflict [vanish]1 fade,Titku of Wibi,Taken from ncrmod,2,sfxdamage(target|d); attack(d); if(d == 6) { inflict(~fade~); sfx(~_vanish~|~~|0.2); } /*whip*/,Delude,NORMAL,,PURPLE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Sleight of Hand@ncrmod_upgraded,Do [sword]<d6> damage[;]|on 6[;] inflict [vanish]2 fade,Titku of Wibi,Taken from ncrmod,2,sfxdamage(target|d); attack(d); if(d == 6) { inflict(~fade~|2); sfx(~_vanish~|~~|0.2); },Delude,NORMAL,,PURPLE,,,,,0,NO,NO,,,,,,,,,,,,,
Sleight of Hand@ncrmod_downgraded,Do [sword]<d6> damage,Titku of Wibi,Taken from ncrmod,2,sfxdamage(target|d); attack(d);,Delude,NORMAL,,PURPLE,,,,,0,NO,NO,,,,,,,,,,,,,
Old Slingshot,Add [poison]4 poison,Dummy,ancient slingshot but less ancient,2,inflict(POISON|4); sfx(~_poison~|~~|0.2);,Poison Arrow,DOUBLES|DOUBLES,,PURPLE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Old Slingshot_upgraded,Add [poison]4 poison,Dummy,slingshot???????? also (unrelated) i love how almost all of mysticsword's items that need doubles use countdown 10 upgrade even though it was previewed in vanilla just once with dire wolf howl,2,inflict(POISON|4); sfx(~_poison~|~~|0.2);,Poison Arrow,COUNTDOWN,10,PURPLE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Old Slingshot_downgraded,Add [poison]2 poison,Dummy,ancient slingshot but less ancient,2,inflict(POISON|2); sfx(~_poison~|~~|0.2);,Poison Arrow,DOUBLES|DOUBLES,,PURPLE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Old Slingshot_weakened,Add [poison]2 poison,Dummy,slingshot???????? also (unrelated) i love how almost all of mysticsword's items that need doubles use countdown 10 upgrade even though it was previewed in vanilla just once with dire wolf howl,2,inflict(POISON|2); sfx(~_poison~|~~|0.2);,Poison Arrow,COUNTDOWN,10,PURPLE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Ghost Breath,Do [sword]4 damage[;]|Fade [vanish]1 dice,Dummy,fire breath swap. ghost buster geddit,2,attack(4); sfxdamage(target|4); sfx(~_vanish~|~~|0.2); inflict(~fade~|1);,Delude,COUNTDOWN,5,PINK,change_power,change_power,,none,0,NO,NO,,,,,,,,,,,,,
Ghost Breath_upgraded,Do [sword]6 damage[;]|Fade [vanish]1 dice,Dummy,fire breath swap. ghost buster geddit,2,attack(6); sfxdamage(target|6); sfx(~_vanish~|~~|0.2); inflict(~fade~|1);,Delude,COUNTDOWN,5,PINK,change_power,change_power,,none,0,NO,NO,,,,,,,,,,,,,
Ghost Breath_downgraded,Do [sword]4 damage,Dummy,fire breath swap. ghost buster geddit,2,attack(4); sfxdamage(target|4);,Delude,COUNTDOWN,5,PINK,change_power,change_power,,none,0,NO,NO,,,,,,,,,,,,,
Torn Spellbook,||||||||Roll dice equal to slot[;]|add that item to deck,???,stolen from keymasters reunion,2,,,,,GRAY,,,,,0,YES,NO,excludefromrandomlists|cannotsteal|cannotreuse|hidereuseable,,/* self.setvar(~tornspellbook~|e); */,,Spellbook.startturn();,,,,,,,,
Snowcast,Deal [ice]3 damage|Inflict [ice]1 freeze,Trobby,Witch initial equipment,1,attack(3|ICE); sfxdamage(target|3); inflict(ICE);,,MAX2,,BRIGHTCYAN,change_power,change_power,,,0,NO,NO,,1,,,,,,,,,,,
Snowcast_upgraded,Deal [ice]3 damage|Inflict [ice]1 freeze|[gray]Remove this from deck,Trobby,once per combat means this item wont appear in your deck again when used,1,attack(3|ICE); sfxdamage(target|3); inflict(ICE);,,MAX2,,BRIGHTCYAN,,,,,0,NO,YES,,1,,,,,,,,,,,
Snowcast_downgraded,Deal [ice]3 damage,Trobby,,1,attack(3|ICE); sfxdamage(target|3);,,MAX2,,BRIGHTCYAN,,,,,0,NO,NO,,1,,,,,,,,,,,
Snowcast_weakened,Deal [ice]3 damage|[gray]Remove this from deck,Trobby,once per combat means this item wont appear in your deck again when used,1,attack(3|ICE); sfxdamage(target|3);,,MAX2,,BRIGHTCYAN,,,,,0,NO,YES,,1,,,,,,,,,,,
Thunderclap,Deal [shock]3 damage|Inflict [shock]1 shock,Trobby,Witch initial equipment,1,attack(3|SHOCK); sfxdamage(target|3); inflict(SHOCK);,,RANGE23,,YELLOW,change_power,change_power,,,0,NO,NO,,1,,,,,,,,,,,
Thunderclap_upgraded,Deal [shock]3 damage|Inflict [shock]1 shock|[gray]Remove this from deck,Trobby,once per combat means this item wont appear in your deck again when used,1,attack(3|SHOCK); sfxdamage(target|3); inflict(SHOCK);,,RANGE23,,YELLOW,,,,,0,NO,YES,,1,,,,,,,,,,,
Thunderclap_downgraded,Deal [shock]3 damage,Trobby,,1,attack(3|SHOCK); sfxdamage(target|3);,,RANGE23,,YELLOW,,,,,0,NO,NO,,1,,,,,,,,,,,
Thunderclap_weakened,Deal [shock]3 damage|[gray]Remove this from deck,Trobby,once per combat means this item wont appear in your deck again when used,1,attack(3|SHOCK); sfxdamage(target|3);,,RANGE23,,YELLOW,,,,,0,NO,YES,,1,,,,,,,,,,,
Mote of Light,Deal [sword]3 damage|Inflict [blind]1 blind,Trobby,Witch initial equipment,1,attack(3); sfxdamage(target|3); inflict(BLIND);,,RANGE45,,GRAY,change_power,change_power,,,0,NO,NO,,1,,,,,,,,,,,
Mote of Light_upgraded,Deal [sword]3 damage|Inflict [blind]1 blind|[gray]Remove this from deck,Trobby,once per combat means this item wont appear in your deck again when used,1,attack(3); sfxdamage(target|3); inflict(BLIND);,,RANGE45,,GRAY,,,,,0,NO,YES,,1,,,,,,,,,,,
Mote of Light_downgraded,Deal [sword]3 damage,Trobby,,1,attack(3); sfxdamage(target|3);,,RANGE45,,GRAY,,,,,0,NO,NO,,1,,,,,,,,,,,
Mote of Light_weakened,Deal [sword]3 damage|[gray]Remove this from deck,Trobby,once per combat means this item wont appear in your deck again when used,1,attack(3); sfxdamage(target|3);,,RANGE45,,GRAY,,,,,0,NO,YES,,1,,,,,,,,,,,
Hand o' Flame,Deal [fire]3 damage|Inflict [fire]1 burn,Trobby,Witch initial equipment,1,attack(3|FIRE); sfxdamage(target|3); inflict(FIRE);,,MIN5,,RED,change_power,change_power,,,0,NO,NO,,1,,,,,,,,,,,
Hand o' Flame_upgraded,Deal [fire]3 damage|Inflict [fire]1 burn|[gray]Remove this from deck,Trobby,once per combat means this item wont appear in your deck again when used,1,attack(3|FIRE); sfxdamage(target|3); inflict(FIRE);,,MIN5,,RED,,,,,0,NO,YES,,1,,,,,,,,,,,
Hand o' Flame_downgraded,Deal [fire]3 damage,Trobby,,1,attack(3|FIRE); sfxdamage(target|3);,,MIN5,,RED,,,,,0,NO,NO,,1,,,,,,,,,,,
Hand o' Flame_weakened,Deal [fire]3 damage|[gray]Remove this from deck,Trobby,once per combat means this item wont appear in your deck again when used,1,attack(3|FIRE); sfxdamage(target|3);,,MIN5,,RED,,,,,0,NO,YES,,1,,,,,,,,,,,
Robotize,Transform enemy into|the Robot for 1 turn,Dummy,roughly jank. if this doesn't work with your characters pls fix it yourself thx,2,inflict(~robotize~);,Robobotize,COUNTDOWN,12,GRAY,change_power,change_power,,none,0,NO,NO,,,,,,,,,,,,,
Robotize_upgraded,Transform enemy into|the Robot for 1 turn,Dummy,,2,inflict(~robotize~);,Robobotize,COUNTDOWN,9,GRAY,change_power,change_power,,none,0,NO,NO,,,,,,,,,,,,,
Robotize_downgraded,No effect,Dummy,,2,,Robobotize,COUNTDOWN,12,GRAY,change_power,change_power,,none,0,NO,NO,,,,,,,,,,,,,
Robotize_weakened,No effect,Dummy,,2,,Robobotize,COUNTDOWN,9,GRAY,change_power,change_power,,none,0,NO,NO,,,,,,,,,,,,,
Buster Potion,Transform into Buster[;]|immune to errors,Dummy,this is the greatest pun i've ever made,1,if(simulation) bonus(self.dicepool.length * 300); else runscript(~reunion/transform~|[self|~Buster~|false]);,Hellfire,COUNTDOWN,5,GRAY,change_power,change_power,,,0,YES,NO,errorimmune,,,,,,,,,,,,
Buster Potion_upgraded,Transform into Buster[;]|immune to errors,Dummy,this is the greatest pun i've ever made,1,if(simulation) bonus(self.dicepool.length * 300); else runscript(~reunion/transform~|[self|~Buster~|false]);,Hellfire,COUNTDOWN,2,GRAY,change_power,change_power,,,0,YES,NO,errorimmune,,,,,,,,,,,,
Buster Potion_downgraded,Transform into Buster,Dummy,this is the greatest pun i've ever made,1,if(simulation) bonus(self.dicepool.length * 300); else runscript(~reunion/transform~|[self|~Buster~|false]);,Hellfire,COUNTDOWN,5,GRAY,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Buster Counter,Lock dice that roll <d6>[;]|immune to errors,Dummy,awful pun but better????,1,inflict(~counter_~+d); sfx(~_lock~|~~|0.2);,Confiscate,NORMAL,,GRAY,change_power,complicate,,,0,NO,NO,errorimmune,,,,,,,,,,,,
Buster Counter_upgraded,Lock <d6>s[;] immune to errors|[gray](Reuseable),Dummy,awful pun but better????,1,inflict(~counter_~+d); sfx(~_lock~|~~|0.2);,Confiscate,NORMAL,,GRAY,change_power,complicate,,,2,NO,NO,errorimmune,,,,,,,,,,,,
Ultimastrophe,Inflict [shock][;] [fire][;] [ice][;]|double on jackpot,Dummy,originally was named 'uber weapon',1,var val = 1; if(self.roll_jackpot > 0) val *= 2; inflict(SHOCK|val); inflict(FIRE|val); inflict(ICE|val); sfx(~_shock~|~~|0.2); sfx(~_fire~|~~|0.2); sfx(~_ice~|~~|0.2);,Oh No!,COUNTDOWN,7,YELLOW,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Ultimastrophe_upgraded,Inflict [shock][;] [fire][;] [ice][;]|triple on jackpot,Dummy,upgrade is technically worse???,1,var val = 1; if(self.roll_jackpot > 0) val *= 3; inflict(SHOCK|val); inflict(FIRE|val); inflict(ICE|val); sfx(~_shock~|~~|0.2); sfx(~_fire~|~~|0.2); sfx(~_ice~|~~|0.2);,Oh No!,COUNTDOWN,7,YELLOW,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Ultimastrophe_downgraded,Inflict [shock][;] [fire][;] [ice]|on jackpot,Dummy,originally was named 'uber weapon',1,var val = 0; if(self.roll_jackpot > 0) val = 1; if(val > 0){ inflict(SHOCK|val); inflict(FIRE|val); inflict(ICE|val); sfx(~_shock~|~~|0.2); sfx(~_fire~|~~|0.2); sfx(~_ice~|~~|0.2); } else self.textparticle(~No effect!~);,Oh No!,COUNTDOWN,7,YELLOW,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Process Management,CPU counter +<d6>...[newline][gray](Reuseable),Dummy,bicepcurllike,1,var item = e; if(e.sourceequipment != null) item = e.sourceequipment; var polarity = (item.fulldescription.indexOf(~+~) > -1); if((e.usesleft <= 0)?polarity:!polarity) { adjustrobotcounter(d); } else { adjustrobotcounter(-d); },Megabump,NORMAL,,GREEN,change_power,change_power,,,2,YES,NO,,,,,if(e.timesused % 2 == 1) e.fulldescription = (e.fulldescription.split(~+~).join(~-~)); else e.fulldescription = (e.fulldescription.split(~-~).join(~+~));,,,,,if(e.usesleft > 1){ var skill = new elements.DiceyScript(~var polarity = (e.fulldescription.indexOf(\~+\~) > -1); if(polarity) {e.fulldescription = (e.fulldescription.split(\~+\~).join(\~-\~));} else {e.fulldescription = (e.fulldescription.split(\~-\~).join(\~+\~));} ~); skill.set(~e~|e); skill.set(~e.getslots~|e.getslots()); skill.set(~e.changeslots~|e.changeslots); var tw = new motion.actuators.SimpleActuator(null|1/60|null); tw.onComplete(skill.execute|[self|target]); tw.move(); },,,
Process Management_upgraded,CPU counter +<d6>...[newline][gray](Reuseable),Dummy,bicepcurllike,1,var item = e; if(e.sourceequipment != null) item = e.sourceequipment; var polarity = (item.fulldescription.indexOf(~+~) > -1); if((e.usesleft <= 0)?polarity:!polarity) { adjustrobotcounter(d); } else { adjustrobotcounter(-d); },Megabump,NORMAL,,GREEN,,,,,3,YES,NO,,,,,if(e.timesused % 2 == 1) e.fulldescription = (e.fulldescription.split(~+~).join(~-~)); else e.fulldescription = (e.fulldescription.split(~-~).join(~+~));,,,,,if(e.usesleft > 1){ var skill = new elements.DiceyScript(~var polarity = (e.fulldescription.indexOf(\~+\~) > -1); if(polarity) {e.fulldescription = (e.fulldescription.split(\~+\~).join(\~-\~));} else {e.fulldescription = (e.fulldescription.split(\~-\~).join(\~+\~));} ~); skill.set(~e~|e); skill.set(~e.getslots~|e.getslots()); skill.set(~e.changeslots~|e.changeslots); var tw = new motion.actuators.SimpleActuator(null|1/60|null); tw.onComplete(skill.execute|[self|target]); tw.move(); },,,
Process Management_downgraded,CPU counter +<d6>...[newline][gray](Reuseable),Dummy,bicepcurllike,1,var item = e; if(e.sourceequipment != null) item = e.sourceequipment; var polarity = (item.fulldescription.indexOf(~+~) > -1); if((e.usesleft <= 0)?polarity:!polarity) { adjustrobotcounter(d); } else { adjustrobotcounter(-d); },Megabump,NORMAL,,GREEN,,,,,1,YES,NO,,,,,if(e.timesused % 2 == 1) e.fulldescription = (e.fulldescription.split(~+~).join(~-~)); else e.fulldescription = (e.fulldescription.split(~-~).join(~+~));,,,,,if(e.usesleft > 1){ var skill = new elements.DiceyScript(~var polarity = (e.fulldescription.indexOf(\~+\~) > -1); if(polarity) {e.fulldescription = (e.fulldescription.split(\~+\~).join(\~-\~));} else {e.fulldescription = (e.fulldescription.split(\~-\~).join(\~+\~));} ~); skill.set(~e~|e); skill.set(~e.getslots~|e.getslots()); skill.set(~e.changeslots~|e.changeslots); var tw = new motion.actuators.SimpleActuator(null|1/60|null); tw.onComplete(skill.execute|[self|target]); tw.move(); },,,
Flare Up,All attacks do +[sword]1 more|damage next turn,CoolDude,,2,jinx(~Flare Up~|~All attacks do one more damage next turn~|~All attacks do one more damage~|~inflict(\~extradamage_singleturn\~);~|self|self|1); sfx(~_thinghappens~);,Plasma Gun,DOUBLES|DOUBLES,,RED,,,,,0,YES,NO,,,,,,,,,,,,,
Flare Up_upgraded,All attacks do +[sword]2 more|damage next turn,CoolDude,,2,jinx(~Flare Up~|~All attacks do one more damage next turn~|~All attacks do two more damage~|~inflict(\~oneturnextradamage\~| 2);~|self|self|1); sfx(~_thinghappens~);,Plasma Gun,DOUBLES|DOUBLES,,RED,,,,,0,YES,NO,,,,,,,,,,,,,
Flare Up_downgraded,All attacks do +[sword]1 more|for everyone|damage next turn,CoolDude,,2,jinx(~Flare Up~|~All attacks do one more damage next turn~|~All attacks do one more damage~|~inflict(\~oneturnextradamage\~)~|self|self|1); jinx(~Infection~|~All attacks do one more damage next turn~|~All attacks do one more damage~|~inflict(\~oneturnextradamage\~)~|target|self|2); sfx(~_thinghappens~);,Plasma Gun,DOUBLES|DOUBLES,,RED,,,,,0,YES,NO,,,,,,,,,,,,,
Quils,Do [sword]2 damage|[gray](Reuseable),CoolDude,,2,attack(2); sfxdamage(target|3);,Needles,NORMAL,,RED,change_power,change_power,,,-1,NO,NO,,,,,,,,,,,,,
Quils_upgraded,Do [sword]2[;] +[sword]2 on last dice|[gray](Reuseable),CoolDude,,2,if(!simulation) { var avdice = 0; if(self != null) { if(self.dicepool != null){ if(self.dicepool.length > 0){ for (mydice in self.dicepool){ if(mydice != null){ if (mydice.available()){ avdice++; } } } } } } if(avdice == 0) { attack(4);  sfxdamage(target|4); } else { attack(2);  sfxdamage(target|2); } },Needles,NORMAL,,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Quils_downgraded,Do [sword]2 damage|[gray](Reuseable),CoolDude,,2,attack(3); sfxdamage(target|2);,Needles,NORMAL,,RED,,,,,2,NO,NO,,,,,,,,,,,,,
Rat King Crown,Inflict [poison]1 poison[;]|roll anew dice|[gray](Reusable),CoolDude,,2,inflict(POISON); givedice();,Poison Arrow,COUNTDOWN,10,PURPLE,change_power,change_power,,,-1,NO,NO,,,,,,,,,,,,,
Rat King Crown_upgraded,Inflict [poison]1 poison[;]|roll 2 new dice[gray](Reuseable),CoolDude,,2,inflict(POISON); givedice(); givedice();,Poison Arrow,COUNTDOWN,10,PURPLE,,,,,-1,NO,NO,,,,,,,,,,,,,
Rat King Crown_downgraded,Inflict [poison]1 poison[;]|[gray](Reusable),CoolDude,Forgor down grade,2,inflict(POISON);,Poison Arrow,COUNTDOWN,10,PURPLE,,,,,-1,NO,NO,,,,,,,,,,,,,
Lucky Rat,Roll 2 dice[;] both are|higher than <d6>|[gray](once per battle),CoolDude,,1,if(d == 1) { givedice(rand([2|3|4|5|6])); givedice(rand([2|3|4|5|6])); } else if(d == 2) { givedice(rand([3|4|5|6])); givedice(rand([3|4|5|6])); } else if(d == 3) { givedice(rand([4|5|6])); givedice(rand([4|5|6])); } else if(d == 4) { givedice(rand([5|6])); givedice(rand([5|6])); } else if(d >= 5) { givedice(6); givedice(6); },Cargo Lift,MAX5,,PURPLE,change_power,change_power,,,0,YES,YES,,,,,,,,,,,,,
